uid,label
76937505,0
837684409176309760,0
4761064634,1
20309727,0
736400135945650176,0
180719460,0
397698803,0
877534364,0
4645536691,1
2440874503,0
18204472,0
836796230432878592,1
4633251613,1
61253672,0
480500298,1
94452320,0
992206279,1
803782127733108736,0
159655623,1
2900670858,1
2989847441,1
1223925121,0
65998220,1
1258271334,1
706576848788959232,0
134311125,0
544411686,1
2793364615,0
48335312,1
1581532044,0
79471779,1
77589810,1
97534385,0
819548447242129408,1
4884165268,1
264639134,1
459724278,0
2565897214,1
414374264,1
21345822,1
358607025,1
417098264,0
16113797,0
6516982,0
15723895,1
795389448234078209,1
829047868581220354,0
262497363,1
278551481,1
2479367584,0
21438902,0
48112676,0
896840770602270721,0
17967417,0
7615442,0
555806654,1
14340043,0
120630935,1
138111490,0
170364824,0
351807574,0
1423553348,0
3358121188,0
2687137069,0
607228091,0
344283442,0
821793143624376320,0
87594768,0
181249422,1
701139279473418241,0
518700708,1
775482843191398401,1
23534739,0
2224542553,1
4889746258,0
752742816,1
215192483,1
13209112,0
320307136,1
39648111,0
69339811,0
146494081,1
775361928008826881,1
856989497107648512,0
777993851135025152,0
367389223,0
72705995,1
164774242,0
2879051030,0
962790810,1
2845729121,0
16418785,0
323653467,0
1051350013,1
168154154,0
727358129789362176,1
382815761,1
28237616,0
14701512,0
15073769,0
41364304,0
8010122,0
2494972796,0
198795374,1
25067514,0
329904552,1
733790457881321473,1
506498124,0
2318580972,0
255695760,1
5257441,0
2734281221,1
2693292060,1
215833189,1
917016221735723009,1
377763356,1
1964968338,1
132390027,0
16048796,0
118701479,0
1337271,1
48477129,0
37024585,0
1282158128,1
821835785498402816,0
2436389418,1
256683283,1
735219563487363072,0
7784732,1
552924095,0
1921995883,1
2938479455,1
807043994429505536,1
86341303,0
20462574,0
14835170,0
1272881767,0
2796464254,1
894916916757835776,1
312666316,0
372049420,1
774235002351521792,0
48420434,0
997617085,1
337950843,1
3164924047,1
1496584674,0
810948632266571776,1
30543406,0
2613749288,0
780151685159223297,1
913957195007569920,1
194492859,0
312088624,1
92520571,0
1273202712,0
15947125,0
909284729916030976,1
174754159,0
36371989,1
588956428,1
30687343,0
7121172,0
913098315268591616,1
708433143729008640,1
438019163,1
115058768,0
25838177,0
20385727,0
4426557017,0
704795920433414144,1
789283387261480960,0
865776145177997312,1
314296692,0
788428342680838145,0
806939774728605696,0
2160303328,0
246994398,0
182237835,0
3406500304,0
2948246417,1
132899848,0
269000293,1
16388972,0
223547573,1
506842526,1
344220205,0
15490533,1
125928028,0
19660232,0
259725229,1
977027210,0
28219431,0
3040740563,1
45505228,1
754145591635181571,0
130271913,1
199517562,0
371217985,1
24514912,0
102853572,0
18080729,1
21512972,1
471595151,0
79572357,0
5857452,0
204070063,0
853600818,1
723159660522434560,1
1525273760,0
786271831275687936,1
16555555,1
16031927,1
349372169,0
54223283,1
269556226,1
16654750,1
896455297,1
21278111,0
48744604,0
728066493557186560,0
31588997,0
881513887320899585,1
1199611622,0
18518084,1
3241960437,0
902975829742727168,0
144473746,0
14902339,0
52918224,1
845439942,1
294711677,0
262692606,0
125279192,1
36609111,0
3228420010,1
258635752,1
89586000,0
1584753696,0
37418665,0
261493063,0
1017098384,0
2321502445,0
38278141,1
426822708,1
483873495,0
738201370482745345,1
1622946966,0
788780680826134529,0
2481365990,0
22019645,1
822934011723083777,0
1411778334,1
2833434084,0
16083919,0
150895584,0
15976697,1
825452289255211009,0
413453421,1
14173550,1
835531269396049920,1
2715148752,1
25545066,0
761271643683495937,0
58265673,0
298410759,0
861509263,1
40271796,0
280691661,1
813554157097459714,1
2400573635,1
20515615,0
3378764410,1
349353894,0
110504344,0
15830743,1
299802277,1
824739075160551424,0
800375946775707653,1
134198206,1
454251763,1
579464619,1
208161556,0
19403496,1
2327367397,0
15672615,1
799422106207297536,1
949056207448432640,1
48076196,1
18367673,1
16408881,0
29752966,0
702388687682801664,0
258458599,1
579402681,0
11134252,1
626722876,0
531565758,1
20219525,0
796546160055959552,0
49800332,1
65493023,1
28143409,0
81602176,1
605035117,0
92653916,0
828204975645925376,1
2550736291,0
739937259131174912,1
475223296,0
250755481,1
445850148,1
3126879118,0
26496457,1
2820440354,0
21534575,0
149133139,0
26683402,1
3295594702,0
849991615620014080,1
91231229,0
1436326315,1
2895167550,0
304543369,1
40443666,1
896598403,0
384461815,0
946007964900405248,0
595917221,1
3615175695,1
17111214,0
588835243,1
44640941,0
195023592,0
619612595,0
35877890,0
846445608361603072,0
20656149,0
753954991715614720,1
49367650,0
531620458,1
23207810,0
2599249670,0
154157649,0
67336411,0
3047439896,1
42065002,0
76295268,1
24832614,0
211969184,0
32605125,1
17943663,1
747223406643453952,1
3152395114,1
2959358093,1
423687534,0
51373835,0
363968664,1
14267534,0
860606556,1
800505436407349248,0
48822610,1
26823392,1
1084204250,1
262716289,0
262148185,1
1369932848,0
740415449591074816,0
962001044,0
14464265,0
47444048,1
2206097024,1
182839127,1
14230012,0
783404581,0
122425966,0
15830381,0
28755844,0
22571664,0
1514051,0
101149738,0
3368295347,0
4906720005,0
459680346,1
23383864,1
378809160,1
4012479875,1
516840224,0
2322663781,1
17562775,0
885844158,0
1631136978,1
38489363,0
31486000,0
25319923,0
1936536769,1
521587657,1
23841163,1
794654107231539203,0
80968470,1
38756454,0
311835072,0
3303627692,0
126652559,1
779637932,0
18224202,1
14347745,1
66521039,1
538371816,1
872806210222919680,0
65260792,1
767569419530665984,0
38521731,1
472253216,1
46238978,1
915254268029935616,1
761618682250420230,0
974442764862554112,0
539571482,0
91180720,1
16051404,0
714115552902385664,1
34559099,1
162196562,1
834370586,1
144542570,0
70740689,0
29415141,1
28484740,0
103106263,0
4919309414,1
15077250,0
3259246724,1
1340427097,1
896869318939561984,1
3107798287,1
5571722,0
798734652328574977,0
397249407,1
13986352,1
2906621,0
14438319,1
3309654696,1
3311177612,0
907109665699381248,0
17762427,0
2899775033,0
731501405517824000,0
962056696204963841,1
332293253,0
796776339839684608,0
38047391,0
3547526057,1
14947707,0
2180281188,0
552410408,1
2254415449,1
108617810,1
2876029102,0
431267366,0
737426291792580608,1
41550430,1
820405133272088576,0
3419241903,1
3198059238,0
14253678,0
47730523,0
1090979214,0
2480681534,1
3825968584,1
23373852,0
710623282127577088,0
45450562,0
244344153,0
47018130,0
3286743740,0
5959602,0
270031923,0
14456485,0
787826546920738820,0
702208058835927042,0
806523341175590912,0
52805122,0
211241330,0
44855751,0
1079511,0
125752774,1
3440596041,1
488285969,1
2324842698,0
354391442,0
4458377728,0
15634524,0
2926245027,0
738319665949089793,1
3280229443,1
41479141,0
23973831,1
276408922,0
857252584847007744,1
565112744,1
22981298,0
884593852841050112,0
112388997,0
1267252388,0
32592375,1
20790079,1
17482107,1
930861073,0
341429759,1
28865486,1
820666738987573248,1
16308186,1
39344374,1
2639241371,0
348903336,0
632483540,1
815398914987855872,0
45057764,1
756348267827310592,1
1590170551,1
162245167,1
3749479699,0
2783035531,0
799044177459838976,1
193160214,1
19590747,0
2729034976,0
539721796,1
297437860,0
182381024,1
1931631,0
913880869366112261,1
237484825,0
24386215,0
30217058,1
755802902753488897,0
467726691,1
45371472,0
711669027320410112,0
573111311,1
107519502,1
457684909,1
5173481,1
799965930151440384,0
17372211,1
709565845605892096,0
519147088,1
15060134,0
800677676893622272,1
14083857,0
28532282,0
1077208650,1
2977690303,0
812159203850723328,1
16085409,1
18018478,0
988414478,0
4123723222,0
17469289,1
16896548,1
95354725,0
822487416,1
3052936689,0
4184940675,0
126800237,1
38212314,1
807820561669877760,0
3589464580,1
2304361257,0
759257392706191361,1
3055505172,0
2298100201,0
20014199,1
3110268468,1
785164199420956672,1
65585048,1
16208706,0
24695884,0
427656179,1
870097949493125121,0
1833919200,1
60780206,0
176200962,0
802843194362908672,1
1184205056,0
14587711,1
783830263885238272,1
748171228037390336,1
39975533,1
167806948,0
9183762,1
40996128,1
44397959,1
320782516,1
885836984,0
862062378,1
928883816,0
64544617,0
995816563,1
2405216660,0
4469652739,1
73937639,1
1379572134,1
118354960,1
1329874646,1
2669719777,1
898083124034158592,1
47133990,1
3093471592,1
2346276299,1
16177985,1
882323338206617600,1
1617155006,0
53892155,0
2593411577,1
17693941,0
1390988816,0
707718644810309632,1
44438067,1
891118156026187776,1
17066022,1
23156279,0
34090250,1
4093126815,0
62554838,1
2841709569,0
175829860,1
792031382834937856,1
2885310228,1
24330531,1
1588970773,0
350958595,0
607228937,0
372930691,0
535433353,0
322309334,1
369980943,0
244255257,0
107281934,1
856956773068140546,1
52175599,1
34418531,1
758380307762425856,1
70143141,0
297719462,1
1044661,0
32253197,0
15040446,0
157224955,1
18491727,0
16892481,1
14157562,1
17269645,0
401919044,0
20643785,0
3376210997,1
19175629,1
702975544762224644,0
81139127,0
816653,1
1660726862,1
934520849935290368,1
804711309237436416,1
539704279,0
730413827699789824,0
706642162721677314,0
749418954,0
817201745701011457,1
826850296458596352,1
823402669813485570,1
3647240717,1
282041842,1
32844221,0
796476942576852992,0
188662146,1
2269494788,0
72394629,1
24168615,1
945142871631556608,0
47492741,0
715787855268851712,0
1126806636,1
79100952,1
56413858,1
61970170,1
15865235,0
17540142,0
933146693662633984,1
775528865942818816,0
7193212,0
216352572,1
836800363,1
21718571,1
4330019413,1
15050975,1
115681686,1
2824084715,1
3318147613,0
279089944,1
16458270,0
50494880,1
209693873,0
29890160,0
88282262,0
30334377,0
30465453,0
822151062991831041,0
776878356407029760,1
934332642,1
172082464,1
67535820,0
28060006,0
72580029,0
2876573488,1
16097183,0
167115969,0
778768050,1
617616421,1
264268489,1
460271799,0
118542726,0
168531961,1
46850133,0
1258222214,1
113285287,0
27344468,0
19195048,1
31875559,0
23747149,0
733742770263855105,0
26115189,1
24088915,0
758462193151148034,1
77858585,0
4837060487,0
743142244706848768,1
3384716398,1
408175083,1
16245903,0
59947838,1
764080735,1
4111956016,1
59823474,1
304722629,1
581753542,1
283140908,0
344843534,0
2986436247,0
23618919,0
27053333,1
17926469,0
4908712406,0
1908506184,1
22403279,0
22967956,0
806693880909463552,1
62502942,1
295466928,0
904729072105869314,0
17300061,0
1366210867,0
858177962,0
870104663844044801,1
68481932,0
24217579,1
22399448,0
3303026415,1
239528739,1
219619144,1
37027573,0
13634562,0
914353737585569792,0
866843726,1
22731500,0
297238056,0
22412777,1
46236884,1
1143404712,0
980916414,0
426805652,0
294151029,1
374098000,1
802606052063576064,1
3047939766,0
859375125329829888,1
23580599,1
40831938,0
14506279,0
956023316258672641,1
968594691791998977,1
50769180,1
817833936143269888,0
7862582,1
824426588506882049,1
885205056836030464,0
4159203832,1
113120838,1
21394764,1
4180433547,1
850732390972522496,1
41675740,1
4731052321,1
17305053,0
15818962,0
1950351919,1
791964055,1
113497240,0
4625186660,0
1656705854,1
19017675,1
3246564876,1
29487664,1
830539516695937025,1
95590168,0
574531076,0
1365335359,1
404055873,1
2551072387,0
227759897,1
2595254719,1
58997367,0
796958142353600512,0
3024400774,1
66119756,1
91493488,1
37169675,0
314155396,1
19906308,0
19582310,1
31325104,1
711379646319861760,1
820346234833608705,1
229849449,0
97771279,0
49399115,1
54230847,1
16579678,0
2854842286,0
81328856,0
265176386,0
795857251336593409,0
40760203,0
616734390,0
2251978568,1
875925518348046337,0
865026946538901507,1
593791300,0
264201557,1
3218997211,1
818654150762205184,0
2435948240,0
339287966,1
57175695,0
15144184,1
401771162,0
163230593,1
728930691501658112,0
313269456,0
338213579,1
27497972,1
829736671750926336,0
143853190,1
961031886591090688,0
10312552,0
138201697,1
3179410956,0
136884541,0
211353125,0
17738772,1
417278644,1
51969098,1
549755306,1
1452192300,1
57716353,0
2796912436,1
149372504,0
519410755,1
4707507627,0
15513604,1
164517537,1
1308081,1
53413571,1
10371822,1
247646085,0
240939819,1
45996465,1
81486936,0
846128720691675136,1
783479783782965248,0
261927716,0
902553252729847808,1
411764251,0
358430089,0
2363741781,1
983327892,0
709816468330958849,1
3186414917,0
465687498,1
713089770600079360,1
17287719,0
23964912,0
2574540551,1
705610491012501505,1
181802047,0
3007105097,0
16912124,1
81708203,1
2701799790,0
4911630629,1
1513943354,0
328368869,0
2194980390,1
17594573,1
2837497140,0
606504150,1
2870411698,1
29978293,0
36202027,0
14522913,0
285244442,1
222901797,0
1109739570,1
3371324961,1
18327455,1
48991405,0
940930147708030976,0
440984746,0
57544556,0
67738195,0
275311240,0
870997724,1
1392604188,1
225446584,1
763259227662012416,0
1375243392,1
18950286,0
3255937014,1
714661353718476801,0
33170847,1
832323760812412933,0
19575451,1
783593159037063168,1
270941028,0
3313514424,1
44819169,0
20515010,1
15221796,0
261529790,0
310352035,1
297147448,0
728344339273895937,0
800113894547066880,0
54052856,1
15940388,0
59605207,1
325414439,1
500121783,1
855253830006657024,1
4443067773,1
22440945,0
34013522,0
343629100,0
2279618017,0
15062206,0
746834639705223168,1
17048273,0
26548315,1
340006233,1
15115280,1
366388593,1
464352078,0
873362511592116225,1
20709203,0
1472464970,1
631310817,1
188680144,0
19026735,0
1375629385,1
3294572733,1
2812086392,0
84177126,0
100912344,0
584378476,0
900531480,1
823001103948091392,1
525436671,0
922706106530586624,0
267877188,1
2352419449,0
121388691,0
30122900,1
19083543,0
763707435588747264,1
26944788,1
859877726710362115,1
2211957541,0
15755417,0
1102669784,0
248259491,0
4122380045,0
151127770,0
2388013592,0
4605113535,1
760507371730776064,0
14364337,1
3558878416,0
41656970,1
29445437,1
733508310524170240,0
30011100,1
16671425,1
4787195300,0
8861752,1
258964987,0
496554790,1
69579608,0
430399424,0
4900058284,1
15003739,0
425339673,0
18574818,0
28420827,1
22075696,1
234912084,0
3686482216,1
2553424286,0
1450217246,0
811414973985550336,1
249783726,0
1078436934,1
43694403,0
14627987,0
1199537089,0
2987397310,0
464818768,1
1346086549,1
1147724052,0
2979327219,1
4890391294,1
20036021,0
403765973,0
35912102,0
438974934,0
74112120,0
705806060,0
23780056,0
20609551,0
2239238978,0
3519434294,0
3631681040,0
3621173598,0
29459615,0
746211887096836096,0
84183248,1
123853115,0
3016488429,0
756656323702456320,0
22065093,1
213152122,0
54555594,1
20005332,0
1188265284,1
30577143,0
20374935,1
812969596206673920,0
266425664,1
23122870,0
47275328,1
40138506,0
24081156,0
168742807,1
1551449484,0
27251427,1
469841941,1
1048500276,0
189396974,1
2492790535,0
67122625,0
823244422687195142,0
29931396,1
539915064,1
34156299,1
196011547,0
2984224798,0
25319959,0
545476998,0
396546548,0
92821947,0
44988703,0
100848038,0
101298194,1
17563262,0
1354949786,0
74870032,0
435620054,0
3228367245,1
15259359,1
589369756,1
814216885776445440,0
826283663658737666,0
702567538979287040,1
822964876184166401,1
552317127,0
2768203423,1
2481486989,0
63787937,1
796172467899432960,1
872933995029385216,0
27311719,0
795805323340742656,1
45399148,1
947899396112486400,0
2945520883,0
105758177,0
2881658085,0
19897469,0
20474813,1
1129104870,1
21189250,0
104580496,0
879388256881790977,0
277837991,0
78363107,0
626760400,1
21953248,0
29370507,1
33035101,1
104600448,0
20146956,0
37229759,0
574906304,1
15576967,1
704830986626830336,0
3340747512,0
2507299355,1
201923339,1
2735687416,0
800154323296526336,0
131782092,0
38131465,0
250818235,0
1035823608,0
338636968,1
40483184,0
20288388,0
19926675,1
319763286,0
64636022,0
311264113,1
24273020,1
1551414596,0
142386580,1
15870403,1
59486302,1
3307869009,1
821549042589110277,1
4079828464,0
772231591,1
329055135,0
203291017,0
730942395362082816,0
206486454,1
4025634016,0
22814030,0
20881065,0
828259307586154496,1
24360067,0
833229082389278720,1
17445066,0
345334870,1
921862968,1
3431718493,0
67735915,1
67211693,0
2350976731,0
221579472,0
2750245819,0
36553142,0
741998378314289152,1
4190616798,1
4339125076,1
727588904820473856,1
734139849922465792,1
840883187681234944,1
95134157,0
2368834490,0
70878755,1
322857146,0
745633307447136258,0
3822233052,1
17277186,0
770597146152300544,0
24165761,1
890302164,1
277798396,0
875463014001942528,1
713469726488465410,1
2172578819,0
14816059,1
825174018957250561,0
608033428,1
23897285,1
89850730,1
441742191,0
704436782729814016,1
421275603,1
23873168,0
22046451,0
810171149699018752,0
2609818495,1
615318971,1
619695168,1
95093618,1
30302782,1
14114233,0
4692188605,1
18454540,1
2739587044,1
251694276,0
383646336,0
1216789842,1
192394942,1
14348157,1
17279394,1
785295127812120576,1
1689122912,0
921036392523845632,1
714960585079664641,1
840080534453669890,1
1251392552,0
2794596518,0
836967175,1
720559917334163456,0
10693062,0
2166963492,1
14625412,0
57282606,0
2419685994,1
3964695982,0
384293053,1
104701177,0
15708911,0
797880535142035457,0
3798063975,1
1152462529,0
2404148318,1
3366943366,1
776888118255452160,0
14134018,0
1135218048,1
3436908321,0
244535194,0
16092256,1
3656836876,0
2181103464,1
82265417,1
153235667,1
282695161,1
3436089388,0
1854810624,1
727850502101274624,1
1157245819,0
363992343,0
135403364,0
27401290,0
502633208,0
2763007723,1
727465726810968064,1
12364172,0
29182540,1
35029777,1
744225067626803200,0
821917612368019457,0
39675913,0
21913864,1
119586167,1
2924716780,1
16567834,1
892796452971458560,1
830779349011935232,1
788855768023904256,0
705779905766621184,1
1541,0
2524510783,0
49315774,1
4828379593,0
142877809,0
2909348840,0
196777778,0
249332684,1
16180722,1
1468333339,1
761620758502047744,0
160423953,1
735340038,1
18354816,0
14060292,0
237845487,1
65455370,1
87093169,0
152613122,1
18673125,1
53500296,0
467152057,1
2723677187,0
56574639,1
135121333,0
14862950,1
33054023,1
34049651,0
783558831611576320,0
27564837,0
79475309,1
820805402254344193,0
18808504,1
95571103,0
57203,0
204713195,1
750382440791863296,1
339831428,1
2209485800,1
24712934,1
21891305,0
14195930,0
40007244,0
4355886261,0
17512629,0
4212097995,0
79249113,1
72646719,1
1163428476,0
392314419,1
15952856,1
21821772,0
393696364,1
403473932,1
294597609,1
3028532840,1
777817602,1
21063394,0
705229345745276928,1
1695038064,1
529915749,1
7027112,1
180926296,0
2694154514,1
1410621632,0
801866772,0
46623617,0
36060489,0
568178203,1
19418958,1
1291100928,1
15249886,1
552317100,1
136886085,0
327030062,0
283696377,0
592432071,0
763290882372149248,0
2785095528,0
631181929,0
99677650,0
711590489548591104,0
4910058137,1
833548011842068480,0
2997645733,0
337940848,1
826455274596626433,1
702908163,1
882885963130818561,1
824722982195060736,1
741819595,1
143053356,1
2460749166,1
357552797,0
716260246109483009,1
3474518952,1
17047009,0
1250442043,1
49113144,0
24990251,0
2147893780,0
514748780,0
52308525,1
233792148,1
807458395829702656,0
20156826,0
79198147,1
933718837,0
45486336,0
532827405,1
755938303,1
14016032,0
790723761834192896,1
18587457,1
59236307,0
17964275,1
808125841,0
702945218048495616,0
874288170963050496,1
438772320,0
1616966774,1
911063766506274817,1
2764667027,0
16500694,1
183576127,0
32673717,0
19630548,1
508370282,1
312212483,1
34900333,1
263062626,1
868019678,0
864560416395067392,0
773312477048233984,1
792559094213337088,1
1473128324,0
49753604,1
2171546676,1
248436378,0
806686138438217728,1
274679926,1
123569432,0
4285542083,0
774074669230071809,1
170257105,0
4237126395,0
8955252,0
48747985,0
23717062,1
887906292,0
919355053772750848,1
3262852993,1
15117101,0
79151761,0
142150016,1
1483182757,0
789198486365429760,1
1851471050,1
817825066993860608,0
759824246478635008,1
37426745,0
347486511,0
101900795,0
2889924959,1
788410671004258304,1
779352673334079488,1
233484761,1
3258015553,0
2722811534,0
16304816,0
723300066128064512,1
84387450,0
48987712,1
756116646532616192,1
2805741264,0
38286572,0
2919021885,0
833460736886263809,1
373545427,0
185506586,1
22399193,0
765641072982851584,1
4306551437,1
817590510403670018,0
839940214717997056,0
300642262,1
35926863,0
2176878248,0
834267621667270656,0
14600249,0
901180643022848000,0
54132588,1
513422470,1
47967721,1
7744592,1
4705869096,0
2566780456,0
563827127,0
11236862,0
467767056,1
1267785674,0
351754700,1
998298674,1
14588748,1
449362114,1
824721,0
2800581040,1
3428100550,0
67919843,1
586837387,1
803347243847786496,1
168498033,0
719223077293273089,0
24095289,1
863596621,1
784850639947829248,1
904943456811962374,1
19238906,1
892283155,0
823246172995407873,1
13169892,0
14270583,0
1179231002,0
745438109584621568,1
306461349,0
2550993804,1
15660353,0
750485220747456512,0
2746260701,0
925271506417881091,0
2375285154,0
3003215667,1
49198572,1
2883653546,1
25560928,0
50446226,1
246525463,1
797337020158775296,0
326600408,0
764802623241195520,0
199399954,0
432145512,1
524832762,1
2558528882,0
18025958,1
14895861,0
18265774,1
2663777922,0
1496571493,1
68892842,1
3372457457,1
18314283,1
47205231,0
4463431703,1
17735917,0
10062662,1
112280016,1
764263487946096640,1
3308161809,0
2720512110,0
174418553,0
3419961257,0
459606237,0
305512107,0
350125013,0
16989178,1
1158961,0
2717917343,0
2863445600,0
9006272,1
14843777,1
286840556,1
248093041,1
435845102,1
951914181036593152,0
61009546,0
92123288,0
23979911,0
98311678,0
88591692,0
16848539,1
19664800,0
240920233,0
7001342,0
18945074,0
86681247,0
780568850261684224,0
3602895444,0
535727996,0
256401524,0
2356862240,1
823564183182655493,1
62374483,1
133609928,0
849089951870439429,0
18393829,0
1408590277,0
45612882,1
30574915,1
227333373,1
821013393100390400,0
25905774,1
871767905620373506,0
3343387330,0
687593,0
19099768,1
17004618,1
293025517,1
895491577933692929,1
1668143209,0
2658100436,0
1516967328,0
1281274039,1
1615330182,0
2912008930,0
96452769,0
193115386,0
391247059,1
192911115,1
243940101,1
19505051,0
24531495,1
155186066,1
1179531704,1
14557247,1
803316641442316288,1
15574079,0
233141724,1
3328878194,1
874601864,1
3240143771,1
2182967942,1
756966386266697729,1
705474337307021313,0
218360023,0
740400660366143488,0
1493819593,1
1965858169,1
1860557083,1
19029137,1
2575037659,0
343711612,0
156019940,0
776198324747575297,1
822304915531800576,1
438760741,1
2345557682,0
60783724,1
958356817234530304,0
173991090,1
21256714,1
30038266,0
90285099,1
84320247,1
784109313274945536,1
72223401,1
42981914,0
906006665190817792,0
426749196,1
916777824224235520,1
19914257,1
24495344,1
871187881,1
276276970,1
284290516,1
419079327,0
21527796,0
745646284661415940,0
857434283203584000,1
887322568432156674,1
425482648,1
361919460,1
780544524137340928,0
17626317,1
750314773468839936,1
47034524,1
75110593,0
46758728,0
44772506,0
829752949987434496,0
706273257796677632,0
853766604,1
26687506,0
18037360,0
2221224459,0
4073109312,0
49158930,0
705534631559303168,0
872913869198569472,1
3229610882,1
40441101,0
123974837,1
35814923,0
803727493404459009,1
785739980,0
934965764,1
2414064002,1
28788120,0
811027380131217408,1
1114124784,1
266250909,1
442743676,1
754455561417089024,1
21892753,0
500222710,0
291971488,0
842029626608123904,1
1615548560,1
2205095328,1
700436266001629184,1
28135410,1
222726309,0
376537833,1
4346983639,1
249183469,1
853606598618599424,0
56919291,0
18382184,1
2333613415,0
25747184,0
617884884,0
46456741,1
785645899263250433,1
83424864,1
465060371,0
2311605883,1
2735856475,0
938591,0
801112734364532740,0
517876210,1
13658252,0
823291172458086400,0
17933431,0
603107193,1
546275646,1
2317883041,0
235010381,1
8460992,0
437380123,0
4462237455,0
809452427292381185,0
16198497,0
828289986009051136,0
3279167148,1
403338386,1
30424077,0
391692889,1
16493968,0
50455838,0
268447126,0
4652840816,1
19672558,0
16744334,1
2216632305,0
1237825812,0
16778288,0
34631113,1
783814301538668544,1
8412262,1
900834464,0
181334748,0
1317650570,1
30105220,0
311426456,0
4770712226,0
751214359,1
39147243,0
2814058404,1
3526256423,0
2841377931,1
552808454,1
1242431522,1
1018824842,0
2609617987,0
406525423,1
21683699,0
138416662,1
1574041123,1
3072155527,1
1386571,0
4075231,1
1055917596,0
718888092,1
746523097491202048,0
3230239692,0
844831843,0
2186357665,1
9840002,1
353356825,1
786629745647710208,1
40803337,1
11912362,1
1489691,1
1391023783,1
2799038513,0
1119926929,1
121517711,1
66923871,1
209881576,1
244818919,0
94883750,0
2801229139,1
756044053,1
791133100281589764,1
22336731,1
753574184,1
162114552,1
22070575,0
18170845,0
3408885449,0
537738129,1
4889643640,0
1531833024,1
18395132,0
4400403568,0
4735533617,1
734881029404557312,1
811666705508241408,1
100987374,0
765091605472698368,1
17726896,0
196707985,0
828775486062931969,0
733989655528497152,0
23176084,0
816406371889455104,0
20606097,1
47388557,0
3090508156,0
21429882,0
842686414114426881,0
327095848,0
88774641,0
8652512,0
374772424,1
2996238347,0
2940238386,0
38003,0
807984532238532608,0
24057048,1
162301746,1
81716027,1
19285268,1
64788882,0
48436737,0
30327986,1
102358026,0
818646450,1
20799192,0
14193053,0
1263443612,0
14091369,0
218996585,0
65239415,0
178253619,1
872827599776612353,1
2495686176,1
23409558,0
263879455,0
756502012020215809,0
217056503,0
3805958592,1
2753103597,0
1305377766,0
596046332,0
1321471531,0
201757835,0
4220373573,1
27024441,1
